nomvar,ip1,ip3,usage,origin,pack,date,short_fr_desc,short_en_desc,long_fr_desc,long_en_desc,type,units,precision,min,max,magnitude,value,meaning_fr,meaning_en
MP,,,current,,,,Période moyenne significative des vagues,Significant wave mean period,,,real,s,,,,,,,
MPEL,,,current,SPOOKI,,2013-05-24,Pression du niveau d'équilibre de la parcelle moyenne,Mean layer parcel pressure at the equilibrium level,Pression du niveau d'équilibre de la parcelle représentant la moyenne d'une couche,Pressure at the equilibrium level for a mean layer parcel,real,hPa,,100.0,1000.0,,,,
MPFC,,,current,SPOOKI,,2013-05-24,Pression du NCL de la parcelle moyenne,Mean layer parcel pressure LFC,Pression du niveau de convection libre de la parcelle représentant la moyenne d'une couche,Pressure at the level of free convection for a mean layer parcel,real,hPa,,100.0,1000.0,,,,
MPVC,,,current,SPOOKI,,2013-05-24,Pression du NCL de la parcelle moyenne utilisant VT,Mean layer parcel pressure LFC using VT,Pression du niveau de convection libre utilisant la correction pour la température virtuelle,Pressure at the level of free convection for a mean layer parcel using the virtual temperature correction,real,hPa,,100.0,1000.0,,,,
MPVE,,,current,SPOOKI,,2013-05-24,Pression du niveau d'équilibre de la parcelle moyenne utilisant VT,Mean layer parcel pressure  using VT,Pression du niveau d'équilibre utilisant la correction pour la température virtuelle,Pressure at the equilibrium level for a mean layer parcel using the virtual temperature correction,real,hPa,,100.0,1000.0,,,,
MQ,,,current,,,,Masque terre-mer,Land-sea Mask,,,real,nil,,0.0,1.0,,,,
MT,,,current,,,,Montagne (géopotentiel du modèle),Mountain (Model Geopotential),,,real,m².s⁻²,,,,,,,
MTEL,,,current,SPOOKI,,2013-05-24,Température du niveau d'équilibre de la parcelle moyenne,Mean layer parcel temperature at the equilibrium level,Température du niveau d'équilibre de la parcelle représentant la moyenne d'une couche,Temperature at the equilibrium level for a mean layer parcel,real,°C,,-100.0,100.0,,,,
MTFC,,,current,SPOOKI,,2013-05-24,Température du NCL de la parcelle moyenne,Mean layer parcel temperature LFC,Température du niveau de convection libre de la parcelle représentant la moyenne d'une couche,Temperature at the level of free convection for a mean layer parcel,real,°C,,-100.0,100.0,,,,
MTVC,,,current,SPOOKI,,2013-05-24,Température du NCL de la parcelle moyenne utilisant VT,Mean layer parcel temperature LFC using VT,Température du niveau de convection libre de la parcelle représentant la moyenne d'une couche utilisant la correction pour la température virtuelle,Temperature at the level of free convection for a mean layer parcel using the virtual temperature correction,real,°C,,-100.0,100.0,,,,
MTVE,,,current,SPOOKI,,2013-05-24,Température du niveau d'équilibre de la parcelle moyenne utilisant VT,Mean layer parcel temperature at the equilibrium level using VT,Température du niveau d'équilibre de la parcelle reprÃ©sentant la moyenne d'une couche utilisant la correction pour la température virtuelle,Temperature at the equilibrium level using the virtual temperature correction,real,°C,,-100.0,100.0,,,,
MUZ,,,current,SPOOKI,,2013-05-24,Hauteur de la parcelle la plus instable (max Thetaw),Most unstable parcel height (max Thetaw),Hauteur de la parcelle la plus instable (ThetaW max),Height above the ground of the most unstable parcel (ThetaW maximum),real,m agl,,0.0,20000.0,,,,
MUHR,,,current,SPOOKI,,2013-05-24,Humidité relative de la parcelle la plus instable (max Thetaw),Most unstable parcel relative humidity (max Thetaw),Humidité relative de la parcelle la plus instable (ThetaW max),Relative humidity of the most unstable parcel (ThetaW maximum),real,%,,0.0,100.0,,,,
MUPX,,,current,SPOOKI,,2013-05-24,Pression de la parcelle la plus instable (max Thetaw),Most unstable parcel pressure (max Thetaw),Pression de la parcelle la plus instable (ThetaW max),Pressure of the most unstable parcel (ThetaW maximum),real,hPa,,10.0,1100.0,,,,
MUTD,,,current,SPOOKI,,2013-05-24,Point de rosée de la parcelle la plus instable (max Thetaw),Most unstable parcel dew point temperature (max Thetaw),Température du point de rosée de la parcelle la plus instable (ThetaW max),Dew point temperature of the most unstable parcel (ThetaW maximum),real,°C,,,,,,,
MUTT,,,current,SPOOKI,,2013-05-24,Température de la parcelle la plus instable (max Thetaw),Most unstable parcel temperature (max Thetaw),Température de la parcelle la plus instable (ThetaW max),Temperature of the most unstable parcel (ThetaW maximum),real,°C,,-100.0,100.0,,,,
MVLI,,,current,SPOOKI,,2013-05-24,Indice soulevement de la parcelle moyenne utilisant VT,Lifted index of the mean layer parcel using VT,Indice de soulèvement de la parcelle représentant la moyenne d'une couche utilisant la correction pour la température virtuelle,Lifted index of the mean layer parcel using the virtual temperature correction,real,°C,,-20.0,20.0,,,,
MX,,,current,,,,Orographie géopotentielle filtrée,Filtered geopotential orography,,,real,m²/s2,,,,,,,
MY,,,current,,,,Orographie non filtrée,Unfiltered orography,,,real,m,,,,,,,
MZEL,,,current,SPOOKI,,2013-05-24,Hauteur du niveau d'équilibre de la parcelle moyenne,Mean layer parcel height at the equilibrium level,Hauteur du niveau d'équilibre de la parcelle reprÃ©sentant la moyenne d'une couche,Height of the equilibrium level for a mean layer parcel,real,m agl,,0.0,20000.0,,,,
MZFC,,,current,SPOOKI,,2013-05-24,Pression du NCL de la parcelle moyenne,Mean layer parcel height LFC,Hauteur du niveau de convection libre de la parcelle reprÃ©sentant la moyenne d'une couche,Height of the level of free convection for a mean layer parcel,real,m agl,,0.0,20000.0,,,,
MZVC,,,current,SPOOKI,,2013-05-24,Hauteur du NCL de la parcelle moyenne utilisant VT,Mean layer parcel height LFC using VT,Hauteur du niveau de convection libre de la parcelle reprÃ©sentant la moyenne d'une couche utilisant la correction pour la température virtuelle,Height of  the level of free convection for a mean layer parcel using the virtual temperature correction,real,m agl,,0.0,20000.0,,,,
MZVE,,,current,SPOOKI,,2013-05-24,Hauteur du niveau d'équilibre de la parcelle moyenne utilisant VT,Mean layer parcel height at the equilibrium level using VT,Hauteur du niveau d'équilibre de la parcelle représentant la moyenne d'une couche utilisant la correction pour la température virtuelle,Height of the equilibrium level for a mean layer parcel using the virtual temperature correction,real,m agl,,0.0,20000.0,,,,
N0,,,current,,,,Accumulation de ruissellement de surface,Accumulation of surface runoff,peut aussi etre representé par kg/m²,,real,mm,,,,,,,
N1,,,current,,,,Premier niveau de température potentielle,First level potential temperature,,,real,K,,,,,,,
N2,,,current,,,,Dioxide d'azote gazeux (NO2),Nitrogen dioxide gas (NO2),,,real,ppb,,,,,,,
N2RB,,,current,,,,résistance à la diffusion moléculaire de dioxyde d'azote,Nitrogen dioxide molecular diffusion resistance,,,real,s/m,,,,,,,
N2RC,,,current,,,,résistance de la surface totale de dioxyde d'azote,Nitrogen dioxide total surface resistance,,,real,s/m,,,,,,,
N3,,,current,,,,Aérosols de nitrate (NO3),Nitrate aerosols (NO3),,,real,ppb,,,,,,,
N4,,,current,,,,Flux solaire incident (Accumulé) avant absorption par la surface,Accumulated incident solar flux before surface absorption,,,real,J/m²,,,,,,,
NA,,,current,,,,Aérosols de nitrite (NO2),Nitrite aerosols (NO2),,,real,ppb,,,,,,,
NB,,,current,,,,Nuage bas,Low cloud,,,real,nil,,0.0,1.0,,,,
NBFL,,,current,SPOOKI,,2013-05-24,Nombre de niveaux de congélation,Number of freezing levels,,,integer,nil,,0.0,20.0,,,,
NC,,,obsolete,,,2015-04-22,Fraction de nuage convectif,Convective cloud fraction,,,real,fraction,,0.0,1.0,,,,
NC,,,current,,,2015-04-22,Fraction nuageuse du schema de couche limite,Cloud fraction from boundary layer limit schema,,,real,fraction,,0.0,1.0,,,,
NCT1,,,obsolete,,,2018-01-15,Densité nombre gouttelettes de nuages (Milbrandt-Yau-dbl momment),Number concentration of cloud droplets (Milbrandt-Yau-dbl momment),,,real,m⁻³,,,,,,,
NE,,,current,,,,Masque de couverture de neige,Snow cover mask,,,logical,,,,,,"['0', '1']",,"['No', 'Yes']"
NEL,,,current,SPOOKI,,2013-05-24,Nombre de niveaux d'équilibre,Number of equilibrium levels,,,integer,nil,,1.0,10.0,,,,
NF,,,current,,,,Couvert nuageux (NT) accumulé,Accumulated cloud cover (NT),,,real,s,,,,,,,
NG,,,current,,,,Acid nitrique gazeux (HNO3),Nitric acid gas (HNO3),,,real,ppb,,,,,,,
NGT1,,,obsolete,,,2018-01-15,Densité nombre particules de neige roulée (Milbrandt-Yau-dbl momment),Number concentration graupel particles (Milbrandt-Yau-dbl momment),,,real,m⁻³,,,,,,,
NH,,,current,,,,Nuage élevés,High cloud,,,real,nil,,0.0,1.0,,,,
NHT1,,,obsolete,,,2018-01-15,Densité nombre des particules de grêle (Milbrandt-Yau-dbl momment),Number concentration hail particles (Milbrandt-Yau-dbl momment),,,real,m⁻³,,,,,,,
NI,,,current,,,,Ion nitrite en solution (NO2),Nitrite ion in Solution (NO2),,,real,ppb,,,,,,,
NI1X,,,current,,,,Nitrate 2.5µm (espèces CAM),Nitrate fine (2.5µm) (CAM species),,,real,µg/m³,,,,,,,
NI2X,,,current,,,,Nitrate 10µm (espèces CAM),Nitrate coarse (10µm) (CAM species),,,real,µg/m³,,,,,,,
NIT1,,,obsolete,,,2018-01-15,Densité de nombre des cristaux de glace (Milbrandt-Yau-dbl momment),Number concentration ice crystals (Milbrandt-Yau-dbl momment),,,real,m⁻³,,,,,,,
NLFC,,,current,SPOOKI,,2013-05-24,Nombre de NCL,Number of LFC,Nombre de niveaux de convection libre,,real,nil,,1.0,10.0,,,,
NM,,,current,,,,Nuage moyen,Middle level cloud,,,real,nil,,0.0,1.0,,,,
NNT1,,,obsolete,,,2018-01-15,Densité de nombre des cristaux de neige (Milbrandt-Yau-dbl momment),Number concentration snow crystals (Milbrandt-Yau-dbl momment),,,real,m⁻³,,,,,,,
NO,,,current,,,,Oxyde nitrique gaseux (NO),Nitric oxide gas (NO),,,real,ppb,,,,,,,
NORB,,,current,,,,Résistance à la diffusion moléculaire de monoxyde d'azote,Nitrogen monoxide molecular diffusion resistance,,,real,s/m,,,,,,,
NORC,,,current,,,,Résistance de la surface totale de monoxyde d'azote,Nitrogen monoxide total surface resistance,,,real,s/m,,,,,,,
NP,,,current,,,,Contenu en eau de l'atmosphère (neige et pluie),Atmospheric water content (snow and rain),,,real,kg/kg,,,,,,,
NR,,,current,,,,Budget radiatif net du sol,Net radiation budget of the ground,,,real,W/m²,,,,,,,
NRT1,,,obsolete,,,2018-01-15,Densité de nombre des gouttes de pluie (Milbrandt-Yau-dbl momment),Number concentration rain drops (Milbrandt-Yau-dbl momment),,,real,m⁻³,,,,,,,
NS,,,current,,,,Fraction de nuage stratiforme,Stratiform cloud fraction,,,real,fraction,,0.0,1.0,,,,
NT,,,current,,,,Couverture nuageuse totale,Total cloud cover,,,real,fraction,,0.0,1.0,,,,
NU,,,current,,,,"Fraction nuageuse (même que FN, mais pour les séries temporelles)",Cloud fraction (same as FN but for time series),,,real,fraction,,0.0,1.0,,,,
NV,,,current,,,,Acide nitreux gaseux (HNO2),Nitrous acid gas (hno2),,,real,ppb,,,,,,,
NW,,,obsolete,,,2014-06-01,Types de précipitation instantanée,Instantaneous precipitation types,,,code,,,,,,"['1', '2', '3', '4', '5', '6']",,"['Rain', 'Rain-Snow', 'Freezing Rain', 'Ice Pellets', 'Snow', 'None']"
NW,,,current,CMDW,,2014-06-01,Type significatif de précipitations,Significant type of precipitation,Le type significatif de précipitations est choisi selon des seuils subjectifs fixés sur la quantité d'accumulation de précipitations en une période de temps donnée. Le chiffre des miliers indique le type et les trois autres chiffres représentent la quantité en mm (voir code ci-dessous).,The signification type of precipitation is chosen according to subjectively fixed thresholds on the accumulation of precipitation over a period of time. The thousands digit indicates the type and the three other digits represent the quantity in mm (see code below).,code,,,,,,"['1000', '2000', '3000', '4000', '5000', '6000']",,"['Rain', 'Rain-Snow', 'Freezing Rain', 'Ice Pellets', 'Snow', 'None']"
NWOC,,,current,,,,Organique secondaire crée durant un pas de temps,Secondary organic created in timestep,,,real,µg/kg,,,,,,,
O1,,,obsolete,,,2019-08-15,Accumulation de drainage à la base,Accumulation of base drainage,peut aussi etre representé par kg/m²,,real,mm,,,,,,,
O3,,,current,,,,Ozone,Ozone,,,real,ppb,,,,,,,
O3RB,,,current,,,,Résistance à la diffusion moléculaire d'ozone,Ozone molecular diffusion resistance,,,real,s/m,,,,,,,
O3RC,,,current,,,,Résistance de la surface totale d'ozone,Ozone total surface resistance,,,real,s/m,,,,,,,
O7,,,current,,,,Accumulation de sublimation de la neige,Accumulation of sublimation from snow,,,real,J/m²,,,,,,,
OC,,,incomplete,,,,Masque (ECMWF),Mask (ECMWF),,,code,,,,,,"['0', '1']",,"['---', '---']"
OC1X,,,current,,,,Carbone organique secondaire 2.5µm,Secondary organic carbon fine(2.5µm),,,real,µg/m³,,,,,,,
OC2X,,,current,,,,carbone organique secondaire 10µm,Secondary organic carbon coarse(10µm),,,real,µg/m³,,,,,,,
OD,,,current,,,,Oxygène monoatomique (O(ID)),Monatomic oxygen (ID State) (O(ID)),,,real,ppb,,,,,,,
OL,,,current,,,,Longueur de Monin-Obukhov,Monin-Obukhov length,,,real,m,,-1000.0,1000.0,,,,
OP,,,current,,,,Oxygène monoatomoique (état 3p) (O(3P)),Monatomic oxygen (3p State) (O(3P)),,,real,ppb,,,,,,,
OT,,,current,,,,Température océanique moyenne (12 mois) (QPF),Mean ocean temperature 12 months (QPF),,,real,nil,,0.0,1.0,,,,
OZ,,,current,,,,Ozone gaseux (O3),Ozone gas (O3),,,real,ppb,,,,,,,
P0,,,current,,,,Pression à la surface,Surface pressure,,,real,mb,,,,,,,
P1,,,current,,,,Taux de précipitation convective liquide,Convective liquid precipitation rate,Schéma de convection profonde uniquement,Only from the deep convection scheme,real,m/s,,,,,,,
P2,,,current,,,,Taux des précipitations liquides stratiformes,Stratiform liquid precipitation rate,,,real,m/s,,,,,,,
P3,,,current,,,,Taux des précipitation solide convective,Convective solid precipitation rate,Schéma de convection profonde uniquement,Only from the deep convection scheme,real,m/s,,,,,,,
P4,,,current,,,,Taux des précipitations solides stratiformes,Stratiform solid precipitation rate,,,real,m/s,,,,,,,
PA,,,current,,,,PAN gaseux (PAN),PAN gas (PAN),,,real,ppb,,,,,,,
PARR,,,current,cccmarad,,,Rayonnement photosynthetique actif,Photosynthetic active radiation,,,real,W/m²,,,,,,,
PB,,,current,,,,Précipitation explicite accumulée (PR-PC),Accumulated explicit precipitation (PR-PC),"Précipitation explicite du                  modèle, obtenue en soustrayant la précipitation                  implicite de la précipitation totale.",,real,m,,,,,,,
PC,,,current,,,,Précipitation implicite accumulée,Accumulated implicit precipitation,"Précipitation accumulée selon le ou les schémas de précipitation implicite du modèle. Par example, pour le RDPS: PC = PZ + PY.","Accumulated precipitation generated by the implicit precipitation scheme(s) of the model. For example, for the RDPS: PC = PZ + PY.",real,m,,,,,,,
PC1X,,,current,,,,carbone organique primaire 2.5µm,Primary organic carbon fine(2.5µm),,,real,µg/m³,,,,,,,
PC2X,,,current,,,,Carbone organique primaire 10µm,Primary organic carbon coarse (10µm),,,real,µg/m³,,,,,,,
PD,,,current,,,,Période pic,Peak period,,,real,s,,,,,,,
PE,,,current,,,,Quantité de grésil en termes d'équivalent en eau,Ice pellets (amount in liquid water equivalent),,,real,m,,,,,,,
PEMM,,,current,EPS,,2015-02-18,Granules de glace (QPF),Ice pellets (QPF),,,real,mm,,,,,,,
PE1,,,current,,,,Grésil accumulé (Milbrandt-Yau),Accumulated ice pellets (Milbrandt-Yau),,,real,m,,,,,,,
PE2,,,current,,,,Grêle accumulée (Milbrandt-Yau),Accumulated hail (Milbrandt-Yau),,,real,m,,,,,,,
PEL,,,current,SPOOKI,,2013-05-24,Pression du niveau d'équilibre,Pressure at the equilibrium level,,,real,hPa,,100.0,1000.0,,,,
PE2L,,,current,,,,Gros grêlons accumulé (Milbrandt-Yau),Accumulated large hail (Milbrandt-Yau),,,real,m,,,,,,,
PFC,,,current,SPOOKI,,2013-05-24,Pression du NCL,LFC pressure,Pression du niveau de convection libre,Pressure at the level of free convection,real,hPa,,100.0,1000.0,,,,
PG,,,current,,,,Montagne (QPF),Mountain (QPF),,,real,mb,,,,,,,
PH,,,current,,,,"Hauteur de sigma 1, moins la moyenne","Height of sigma 1, minus the mean",represente aussi 9.81*z,,real,m² s⁻²,,,,,,,
PI,,,current,,,,Position longitudinale du pixel GOES,GOES pixel longitudinal position,,,real,nil,,0.0,1024.0,,,,
PJ,,,current,,,,Position latitudinale du pixel GOES,GOES pixel latitudinal position,,,real,nil,,0.0,1024.0,,,,
PL,,,current,,,,Précipitations à grande échelle (QPF),Large scale precipitation (QPF),,,real,nil,,,,,,,
PLCL,,,current,SPOOKI,,2013-05-24,Pression au NCA,LCL pressure,Pression au niveau de condensation par ascension,Pressure at the lifting condensation level,real,hPa,,0.0,1100.0,,,,
